id,actual_amount,comment,original_amount,rating,reduce_amount,delevery_amount,promotion_id,user_addr,create_time,update_time
516,16.51,The product is easy to use,57.68,3,41.17,12,81,23 Eliot Terrace,2023-05-26,2023-05-26
517,28.25,The product is difficult to assemble,52.22,1,23.97,13,21,112 Cherokee Way,2023-07-30,2023-07-30
518,26.54,The product is a head-turner,57.58,5,31.04,14,46,79922 American Ash Way,2023-11-12,2023-11-12
519,13.0,The product is a conversation-starter,54.76,1,41.76,12,92,27982 Fairview Drive,2023-06-04,2023-06-04
520,18.34,Product arrived earlier than expected,34.93,2,16.59,12,27,2856 Kinsman Lane,2023-06-15,2023-06-15
521,23.36,Would buy from this seller again,40.6,4,17.24,10,45,176 Twin Pines Trail,2023-08-27,2023-08-27
522,29.78,The product exceeded my expectations,58.03,4,28.25,10,34,7 Dawn Hill,2023-04-20,2023-04-20
523,29.5,The product is a confidence-booster,36.5,1,7.0,9,23,6 Mcguire Point,2023-04-22,2023-04-22
524,19.31,The packaging was damaged,31.06,2,11.75,13,74,9990 Lakeland Alley,2023-07-20,2023-07-20
525,23.35,The product is a game-changer,44.52,2,21.17,16,55,9396 Schlimgen Parkway,2023-02-22,2023-02-22
526,14.9,The price is too high for the quality,55.32,1,40.42,16,60,486 Park Meadow Circle,2023-05-10,2023-05-10
527,27.91,The color is not as shown in the picture,58.73,5,30.82,16,19,369 Rowland Center,2023-05-20,2023-05-20
528,13.2,The product is a must-have for every home,56.45,1,43.25,10,61,06 Rockefeller Park,2023-09-04,2023-09-04
529,29.93,The product is a head-turner,34.07,5,4.14,8,78,79 Scoville Park,2023-11-29,2023-11-29
530,25.62,The product is a must-have for every home,57.03,4,31.41,13,95,94 Derek Circle,2023-08-11,2023-08-11
531,10.02,Not what I expected,30.55,5,20.53,9,37,16016 Commercial Road,2023-11-07,2023-11-07
532,17.36,The product is stylish and trendy,50.61,5,33.25,9,38,98340 Alpine Street,2023-12-03,2023-12-03
533,11.62,Great quality,48.38,5,36.76,12,49,97 5th Pass,2023-03-22,2023-03-22
534,27.1,Not what I expected,45.51,4,18.41,11,30,24432 David Court,2023-08-23,2023-08-23
535,29.13,The material is very soft and comfortable,40.67,2,11.54,12,14,72274 Iowa Terrace,2023-08-05,2023-08-05
536,25.66,The color is not as shown in the picture,49.06,4,23.4,12,67,784 Randy Center,2023-01-13,2023-01-13
537,20.57,The product is a crowd-pleaser,56.82,3,36.25,12,82,31117 Elka Terrace,2023-08-19,2023-08-19
538,23.27,The product is a great value for the price,33.45,3,10.18,13,45,156 Hayes Circle,2023-09-01,2023-09-01
539,29.65,The product is a time-saver,43.91,2,14.26,14,53,334 4th Road,2023-06-01,2023-06-01
540,13.29,Very satisfied with my purchase,31.72,5,18.43,14,88,322 Roxbury Terrace,2023-07-22,2023-07-22
541,21.38,The product is not durable,47.85,1,26.47,10,79,775 Longview Lane,2023-11-21,2023-11-21
542,15.05,The product is a mood-booster,32.78,5,17.73,12,17,5122 Service Pass,2023-02-07,2023-02-07
543,21.95,Product arrived earlier than expected,31.76,1,9.81,11,31,1195 Packers Drive,2023-06-23,2023-06-23
544,27.38,The product is a head-turner,37.02,1,9.64,11,68,8 Hoard Plaza,2023-07-02,2023-07-02
545,18.27,The product is a game-changer,54.81,3,36.54,12,20,10428 Anthes Pass,2023-10-20,2023-10-20
546,29.34,Very satisfied with my purchase,49.74,1,20.4,9,69,87051 Menomonie Crossing,2023-03-07,2023-03-07
547,12.32,Not worth the money,57.66,3,45.34,14,99,11094 Forest Run Center,2023-04-18,2023-04-18
548,29.74,The product is a money-saver,40.84,2,11.1,11,7,613 Dakota Circle,2023-10-27,2023-10-27
549,19.74,great service,53.5,2,33.76,12,70,8 Monument Way,2023-11-11,2023-11-11
550,27.56,The size runs small,41.05,4,13.49,14,13,494 Rieder Plaza,2023-06-19,2023-06-19
551,23.38,This product is amazing!,47.09,4,23.71,8,100,5 Manley Center,2023-01-15,2023-01-15
552,15.99,The product is a confidence-booster,40.76,2,24.77,11,85,9390 Marquette Hill,2023-08-08,2023-08-08
553,16.01,This product is amazing!,32.62,2,16.61,12,97,055 Tennessee Street,2023-11-29,2023-11-29
554,12.76,Great quality,36.27,4,23.51,12,10,96230 Hanson Plaza,2023-11-17,2023-11-17
555,10.93,The product is a stress-reliever,38.41,5,27.48,11,93,568 Karstens Trail,2023-02-28,2023-02-28
556,13.2,The product is a stress-reliever,30.57,4,17.37,9,29,16171 Express Lane,2023-03-29,2023-03-29
557,25.68,The product is a mood-booster,52.11,4,26.43,11,98,58 Lyons Point,2023-02-19,2023-02-19
558,13.33,Product arrived earlier than expected,36.43,4,23.1,13,56,97 Novick Parkway,2023-10-06,2023-10-06
559,15.48,The product is a stress-reliever,38.25,1,22.77,10,61,949 Glendale Junction,2023-08-10,2023-08-10
560,20.66,The product is a lifesaver,56.0,2,35.34,14,59,1 Heath Way,2023-09-27,2023-09-27
561,28.24,Will definitely buy again,50.77,5,22.53,9,27,9 Everett Crossing,2023-04-08,2023-04-08
562,22.13,The product exceeded my expectations,52.09,2,29.96,8,38,056 Upham Junction,2023-07-18,2023-07-18
563,14.67,The product is a must-have for every home,46.67,1,32.0,13,92,248 Hovde Plaza,2023-10-01,2023-10-01
564,14.41,The product is a mood-booster,43.59,3,29.18,12,72,49 Continental Crossing,2023-06-22,2023-06-22
565,24.27,Fast shipping,33.79,4,9.52,14,82,218 Springview Lane,2023-10-17,2023-10-17
566,21.64,The product is a game-changer,50.36,5,28.72,14,5,68 Ridgeview Parkway,2023-07-16,2023-07-16
567,15.65,The product is stylish and trendy,37.27,2,21.62,12,48,21 Parkside Alley,2023-04-13,2023-04-13
568,29.3,The product is difficult to assemble,56.92,4,27.62,12,44,84 Amoth Hill,2023-01-10,2023-01-10
569,28.11,The product is a lifesaver,54.74,3,26.63,11,49,32499 Hooker Alley,2023-09-08,2023-09-08
570,19.36,Not worth the money,48.83,1,29.47,10,39,49936 American Ash Point,2023-06-22,2023-06-22
571,25.77,The product is a time-saver,56.47,1,30.7,8,51,32446 Lukken Place,2023-07-08,2023-07-08
572,17.76,The material is very soft and comfortable,31.08,5,13.32,9,19,55377 Novick Crossing,2023-01-12,2023-01-12
573,27.4,The product is lightweight and easy to carry,40.77,1,13.37,11,8,33206 Grayhawk Park,2023-10-02,2023-10-02
574,29.61,Great quality,52.45,2,22.84,9,56,8519 Debra Road,2023-04-01,2023-04-01
575,15.73,The product is a party-starter,45.92,5,30.19,13,62,65267 Lawn Court,2023-12-13,2023-12-13
576,12.42,The product is easy to use,51.15,1,38.73,9,11,56508 Fairview Center,2023-11-11,2023-11-11
577,10.5,Fast shipping,45.52,1,35.02,10,87,10 Fordem Road,2023-08-06,2023-08-06
578,17.38,This product is amazing!,43.65,4,26.27,12,45,18575 Fulton Park,2023-01-20,2023-01-20
579,18.21,Product arrived earlier than expected,46.54,2,28.33,16,31,0196 Tennessee Terrace,2023-01-18,2023-01-18
580,19.81,Would recommend to friends and family,55.83,5,36.02,16,46,89 Melby Road,2023-06-07,2023-06-07
581,15.4,The product is perfect for my needs,33.11,5,17.71,12,2,1 Ohio Hill,2023-10-23,2023-10-23
582,22.07,The product is a time-saver,59.83,2,37.76,10,69,19087 Surrey Trail,2023-03-18,2023-03-18
583,24.61,Will definitely buy again,48.34,5,23.73,16,93,39 Green Avenue,2023-01-21,2023-01-21
584,24.82,The product is a game-changer,54.54,1,29.72,16,88,40902 Magdeline Hill,2023-07-18,2023-07-18
585,23.33,The product is not durable,32.48,3,9.15,9,16,8749 Reinke Hill,2023-02-08,2023-02-08
586,21.86,The product is a game-changer,31.96,3,10.1,13,41,49 Ruskin Pass,2023-09-12,2023-09-12
587,26.91,The product is a money-saver,32.6,3,5.69,13,25,4802 Sullivan Pass,2023-01-07,2023-01-07
588,25.05,The product is a party-starter,32.95,3,7.9,14,40,5741 Bay Point,2023-08-06,2023-08-06
589,26.11,Product arrived earlier than expected,41.78,3,15.67,8,57,79 Reinke Street,2023-08-28,2023-08-28
590,26.96,The product is a money-saver,58.41,4,31.45,16,68,40 Clove Pass,2023-09-06,2023-09-06
591,24.93,The product exceeded my expectations,53.79,5,28.86,16,31,0606 Waubesa Plaza,2023-10-01,2023-10-01
592,26.85,The product broke after a few uses,53.96,1,27.11,11,2,247 Raven Circle,2023-11-03,2023-11-03
593,11.76,The price is too high for the quality,35.44,5,23.68,12,24,40 Bunker Hill Way,2023-12-19,2023-12-19
594,27.08,The product is a confidence-booster,35.47,5,8.39,13,49,3 Nobel Place,2023-08-30,2023-08-30
595,14.61,The product is a head-turner,30.97,4,16.36,8,81,6617 Rieder Avenue,2023-01-06,2023-01-06
596,21.64,The product is exactly as described,43.9,2,22.26,14,39,6592 Summer Ridge Trail,2023-10-19,2023-10-19
597,27.19,Would recommend to friends and family,40.01,5,12.82,13,27,8977 Gateway Court,2023-05-11,2023-05-11
598,12.82,Will definitely buy again,59.28,4,46.46,11,95,51 Fieldstone Circle,2023-08-12,2023-08-12
599,24.74,The product is a game-changer,38.43,2,13.69,13,38,5874 Darwin Plaza,2023-09-23,2023-09-23
600,24.5,The product exceeded my expectations,55.12,5,30.62,15,11,04610 Northridge Plaza,2023-03-05,2023-03-05
601,19.56,The product is a must-have for every home,59.68,3,40.12,8,79,54 Hintze Street,2023-09-20,2023-09-20
602,26.55,The product is a time-saver,33.13,3,6.58,10,40,6 Blackbird Plaza,2023-01-03,2023-01-03
603,12.03,The product is a lifesaver,40.25,3,28.22,13,22,8 Cardinal Way,2023-02-15,2023-02-15
604,26.08,Very happy with my purchase,41.72,2,15.64,11,62,7 Carpenter Street,2023-08-31,2023-08-31
605,13.68,The material is very soft and comfortable,47.91,2,34.23,10,97,9 Kenwood Parkway,2023-06-20,2023-06-20
606,16.14,The packaging was damaged,32.31,3,16.17,10,47,56361 Columbus Avenue,2023-01-28,2023-01-28
607,14.89,Would recommend to friends and family,43.0,1,28.11,12,56,38028 Summerview Drive,2023-09-27,2023-09-27
608,17.79,Not worth the money,32.16,3,14.37,8,6,317 Rockefeller Lane,2023-04-04,2023-04-04
609,20.62,The product is a game-changer,32.38,3,11.76,9,25,73 Nevada Junction,2023-12-07,2023-12-07
610,17.61,The product is a great value for the price,51.76,1,34.15,9,63,57998 Truax Parkway,2023-01-07,2023-01-07
611,23.92,The product is a mood-booster,38.8,2,14.88,9,70,6933 Anthes Drive,2023-09-08,2023-09-08
612,13.29,The product is a great gift idea,51.78,2,38.49,16,89,6590 Portage Pass,2023-06-12,2023-06-12
613,15.14,The product is a money-saver,49.63,5,34.49,14,16,7 Dryden Pass,2023-01-26,2023-01-26
614,21.59,great service,35.78,1,14.19,8,41,3 Stoughton Center,2023-01-02,2023-01-02
615,10.58,order a size up,55.39,5,44.81,13,55,96 Buell Hill,2023-07-03,2023-07-03
616,21.29,The product is a crowd-pleaser,39.38,4,18.09,8,50,7 Muir Pass,2023-12-14,2023-12-14
617,20.53,Not what I expected,58.59,1,38.06,8,36,1 Eastwood Pass,2023-11-21,2023-11-21
618,18.69,The product is perfect for my needs,59.66,5,40.97,15,90,84062 Shasta Street,2023-05-04,2023-05-04
619,26.26,The product is perfect for my needs,41.81,4,15.55,16,3,5367 Bartillon Avenue,2023-07-22,2023-07-22
620,12.69,Will definitely buy again,36.74,1,24.05,16,45,45 Forest Terrace,2023-01-06,2023-01-06
621,23.91,The product is a mood-booster,42.49,3,18.58,12,48,0 Starling Junction,2023-01-25,2023-01-25
622,24.75,The product broke after a few uses,38.53,4,13.78,14,37,539 Bartelt Trail,2023-08-20,2023-08-20
623,11.6,Highly recommend this product,41.97,1,30.37,10,81,36014 Nelson Circle,2023-11-11,2023-11-11
624,23.79,Excellent customer service,41.95,2,18.16,10,32,19606 Ridge Oak Drive,2023-07-05,2023-07-05
625,14.62,The product is a great gift idea,52.33,4,37.71,13,77,718 Roth Crossing,2023-03-29,2023-03-29
626,28.61,The product is a crowd-pleaser,35.08,3,6.47,9,47,138 Thackeray Road,2023-09-12,2023-09-12
627,24.35,Not what I expected,35.95,1,11.6,15,84,6242 Portage Crossing,2023-07-17,2023-07-17
628,19.28,The product is a time-saver,50.33,4,31.05,16,52,2158 Ludington Terrace,2023-09-22,2023-09-22
629,20.78,The product is a must-have for every home,33.97,4,13.19,14,38,536 Chinook Hill,2023-09-03,2023-09-03
630,23.18,The price is too high for the quality,51.02,2,27.84,10,66,30 Pond Park,2023-04-07,2023-04-07
631,20.1,Great quality,37.3,5,17.2,10,1,94 Elgar Crossing,2023-07-11,2023-07-11
632,18.09,Highly recommend this product,54.44,3,36.35,14,78,12776 Hoepker Park,2023-12-14,2023-12-14
633,23.53,Not worth the money,31.97,4,8.44,8,20,101 Northport Park,2023-05-18,2023-05-18
634,13.66,The product is stylish and trendy,39.57,3,25.91,16,74,01839 Sundown Lane,2023-04-01,2023-04-01
635,24.29,The product exceeded my expectations,56.04,2,31.75,8,54,20057 Londonderry Court,2023-09-03,2023-09-03
636,22.67,The product broke after a few uses,47.78,3,25.11,8,29,041 Bultman Place,2023-03-25,2023-03-25
637,19.24,The product is a confidence-booster,42.54,2,23.3,13,45,837 Logan Park,2023-06-05,2023-06-05
638,20.28,The product is a money-saver,45.36,3,25.08,10,82,42 Claremont Plaza,2023-08-09,2023-08-09
639,25.23,The product is versatile and can be used in many ways,56.86,4,31.63,12,58,5 Veith Junction,2023-06-06,2023-06-06
640,17.31,great service,41.13,3,23.82,10,92,18854 Mcguire Drive,2023-09-14,2023-09-14
641,15.83,Very disappointed with this purchase,36.97,5,21.14,11,36,5 Shoshone Center,2023-11-03,2023-11-03
642,25.72,This product is amazing!,45.06,1,19.34,12,10,35 Steensland Street,2023-01-21,2023-01-21
643,14.49,The product is a must-have for every home,58.18,4,43.69,16,6,041 Pierstorff Point,2023-06-22,2023-06-22
644,25.45,The product is a game-changer,49.81,2,24.36,11,16,697 Summit Lane,2023-02-12,2023-02-12
645,25.43,The product exceeded my expectations,38.61,1,13.18,11,24,6 Cascade Lane,2023-03-13,2023-03-13
646,18.53,great service,32.95,4,14.42,11,76,589 Golf Course Street,2023-03-12,2023-03-12
647,13.68,The product is stylish and trendy,41.65,3,27.97,14,3,4 Charing Cross Circle,2023-03-11,2023-03-11
648,13.66,Would recommend to friends and family,35.25,2,21.59,11,28,4067 Lakewood Gardens Center,2023-11-28,2023-11-28
649,17.26,The product is a great value for the price,36.46,1,19.2,14,19,25602 Sauthoff Park,2023-03-18,2023-03-18
650,18.69,The material is very soft and comfortable,54.82,1,36.13,12,51,6027 Oneill Junction,2023-07-19,2023-07-19
651,29.7,Very satisfied with my purchase,51.7,4,22.0,11,34,48 Boyd Court,2023-03-19,2023-03-19
652,29.68,The product is lightweight and easy to carry,48.84,5,19.16,10,46,19 Dexter Way,2023-11-29,2023-11-29
653,29.94,The product is easy to use,35.94,1,6.0,16,95,97414 Debs Circle,2023-06-05,2023-06-05
654,19.06,The product is a head-turner,45.84,3,26.78,16,89,2 Mallory Point,2023-06-04,2023-06-04
655,24.95,The product is not durable,36.84,3,11.89,16,1,75634 Lukken Street,2023-04-14,2023-04-14
656,29.53,order a size up,36.67,2,7.14,12,71,431 Annamark Trail,2023-07-01,2023-07-01
657,26.41,The product is a conversation-starter,44.77,4,18.36,8,60,0 Barnett Trail,2023-08-20,2023-08-20
658,11.9,The product is a space-saver,49.78,2,37.88,16,58,2866 Moulton Alley,2023-01-03,2023-01-03
659,20.8,The product is a time-saver,37.02,4,16.22,11,26,5 Continental Road,2023-02-04,2023-02-04
660,20.36,The color is not as shown in the picture,53.97,2,33.61,11,50,60 Center Hill,2023-04-20,2023-04-20
661,11.28,The product is a space-saver,39.87,2,28.59,12,14,767 Corscot Point,2023-07-26,2023-07-26
662,20.42,The product is a show-stopper,37.2,5,16.78,13,94,28004 Bashford Alley,2023-03-05,2023-03-05
663,17.77,The product broke after a few uses,48.63,1,30.86,14,13,7 Sauthoff Point,2023-01-09,2023-01-09
664,22.39,great service,59.19,1,36.8,12,86,4 Melrose Park,2023-08-07,2023-08-07
665,11.33,Great quality,39.7,3,28.37,11,56,3951 Hayes Trail,2023-10-07,2023-10-07
666,20.25,This product is amazing!,40.72,5,20.47,12,68,858 Katie Crossing,2023-11-24,2023-11-24
667,26.51,Excellent customer service,59.33,4,32.82,13,88,15857 Merry Hill,2023-04-04,2023-04-04
668,25.72,order a size up,57.0,1,31.28,15,3,003 Armistice Alley,2023-09-19,2023-09-19
669,10.63,Highly recommend this product,53.31,3,42.68,13,67,41711 Green Center,2023-01-19,2023-01-19
670,18.93,Excellent customer service,46.0,4,27.07,9,96,7060 Gerald Way,2023-12-18,2023-12-18
671,16.72,The product is a lifesaver,57.36,5,40.64,14,5,8 Moland Parkway,2023-03-29,2023-03-29
672,15.77,Would buy from this seller again,34.13,1,18.36,16,17,16 Spenser Point,2023-07-02,2023-07-02
673,23.36,The product is a time-saver,56.75,1,33.39,14,74,4567 Meadow Valley Trail,2023-10-11,2023-10-11
674,19.0,The product is a great value for the price,44.35,4,25.35,14,7,092 Duke Plaza,2023-12-03,2023-12-03
675,20.8,The product is versatile and can be used in many ways,36.09,3,15.29,10,49,3156 Park Meadow Point,2023-12-17,2023-12-17
676,10.56,Very satisfied with my purchase,45.56,2,35.0,8,91,0371 Fremont Avenue,2023-07-15,2023-07-15
677,21.54,Would buy from this seller again,49.86,1,28.32,9,21,10958 Carey Avenue,2023-02-11,2023-02-11
678,13.12,Excellent customer service,35.72,3,22.6,16,93,94 Dakota Terrace,2023-02-17,2023-02-17
679,17.6,This product is amazing!,33.13,1,15.53,11,37,47482 Kropf Place,2023-09-28,2023-09-28
680,25.79,The product is difficult to assemble,31.63,3,5.84,15,92,4 Hoard Hill,2023-12-14,2023-12-14
681,27.66,The product is lightweight and easy to carry,39.64,3,11.98,12,76,65793 Anderson Hill,2023-07-02,2023-07-02
682,12.59,I love this product so much,40.44,1,27.85,16,15,45 Thompson Lane,2023-05-14,2023-05-14
683,17.57,The material is very soft and comfortable,34.28,4,16.71,8,62,56 Rusk Trail,2023-04-22,2023-04-22
684,18.89,Very disappointed with this purchase,53.82,1,34.93,13,56,4 Dexter Drive,2023-06-03,2023-06-03
685,16.24,The product is a confidence-booster,41.15,3,24.91,10,63,117 Judy Terrace,2023-03-14,2023-03-14
686,27.1,The product is a space-saver,47.98,4,20.88,15,58,500 Longview Point,2023-08-16,2023-08-16
687,12.75,The product is a money-saver,32.95,4,20.2,15,89,7008 Prairie Rose Avenue,2023-04-22,2023-04-22
688,15.42,The packaging was damaged,56.81,4,41.39,15,1,40 Beilfuss Park,2023-10-22,2023-10-22
689,14.47,The product is difficult to assemble,41.71,4,27.24,10,60,655 Prentice Lane,2023-05-31,2023-05-31
690,25.89,Very disappointed with this purchase,52.2,4,26.31,16,80,61039 Lakewood Gardens Center,2023-11-05,2023-11-05
691,19.04,great service,33.29,2,14.25,14,79,22 Walton Junction,2023-11-15,2023-11-15
692,16.54,Would recommend to friends and family,56.88,4,40.34,8,66,27571 Express Hill,2023-03-18,2023-03-18
693,16.43,Very disappointed with this purchase,41.13,5,24.7,9,69,9230 Express Crossing,2023-02-14,2023-02-14
694,24.26,Would buy from this seller again,42.61,3,18.35,9,85,86 Northfield Pass,2023-03-19,2023-03-19
695,12.04,This product is amazing!,54.17,2,42.13,14,54,55049 Pawling Crossing,2023-04-19,2023-04-19
696,26.62,Would recommend to friends and family,30.95,5,4.33,11,71,93 Lindbergh Place,2023-12-26,2023-12-26
697,19.29,Would buy from this seller again,42.24,5,22.95,12,24,929 Village Green Lane,2023-12-08,2023-12-08
698,10.12,The product is a must-have for every home,53.54,5,43.42,16,83,11163 Tennyson Court,2023-04-26,2023-04-26
699,19.59,The product is a lifesaver,40.46,4,20.87,12,76,29123 Oak Valley Plaza,2023-12-06,2023-12-06
700,25.44,The product is a lifesaver,54.42,4,28.98,9,91,5085 Morningstar Hill,2023-01-10,2023-01-10
701,21.56,Very disappointed with this purchase,45.64,2,24.08,10,47,4824 Warbler Alley,2023-06-21,2023-06-21
702,22.56,Highly recommend this product,50.22,4,27.66,15,21,1786 Welch Place,2023-12-18,2023-12-18
703,29.45,The product is not durable,59.64,5,30.19,9,8,522 Coolidge Alley,2023-06-12,2023-06-12
704,18.66,great service,59.6,2,40.94,11,26,060 Magdeline Park,2023-08-12,2023-08-12
705,23.22,The product is a must-have for every home,51.54,5,28.32,16,11,4311 Kim Road,2023-12-19,2023-12-19
706,13.68,The product is not durable,46.89,2,33.21,9,25,8 Karstens Plaza,2023-05-19,2023-05-19
707,24.9,The product is a lifesaver,38.49,4,13.59,14,55,83 Hallows Hill,2023-04-05,2023-04-05
708,27.97,great service,34.31,4,6.34,11,61,8493 Manitowish Plaza,2023-10-17,2023-10-17
709,16.53,The product is a stress-reliever,55.74,4,39.21,9,35,9 Morningstar Avenue,2023-12-09,2023-12-09
710,22.2,The product is versatile and can be used in many ways,50.46,4,28.26,14,44,556 Express Junction,2023-05-04,2023-05-04
711,26.17,Not what I expected,31.1,3,4.93,13,9,9206 Hayes Hill,2023-02-26,2023-02-26
712,29.04,The product is a great gift idea,53.94,3,24.9,15,39,1106 Dahle Alley,2023-02-08,2023-02-08
713,29.03,The product is exactly as described,59.28,4,30.25,16,43,48983 3rd Place,2023-11-16,2023-11-16
714,12.93,The packaging was damaged,43.67,2,30.74,15,43,0 Havey Parkway,2023-04-20,2023-04-20
715,12.58,The product is a great value for the price,52.68,2,40.1,8,35,634 Mallory Court,2023-07-01,2023-07-01
716,29.77,The product is perfect for my needs,34.42,1,4.65,14,25,60 Scofield Place,2023-02-23,2023-02-23
717,26.97,The product is a lifesaver,47.68,5,20.71,9,90,559 Ramsey Trail,2023-04-18,2023-04-18
718,19.57,Highly recommend this product,55.64,3,36.07,11,67,73996 Dovetail Point,2023-07-25,2023-07-25
719,28.01,The product is a show-stopper,51.89,5,23.88,13,41,259 Erie Hill,2023-09-03,2023-09-03
720,17.27,The product is easy to use,46.22,3,28.95,10,85,9719 Dunning Park,2023-09-30,2023-09-30
721,26.55,The product is a head-turner,43.96,5,17.41,9,81,20 Cambridge Hill,2023-03-23,2023-03-23
722,10.56,The packaging was damaged,48.65,1,38.09,14,58,56993 Surrey Alley,2023-01-17,2023-01-17
723,21.26,Will definitely buy again,57.39,2,36.13,16,50,409 Linden Circle,2023-05-07,2023-05-07
724,24.49,Not worth the money,52.65,5,28.16,11,11,63 Michigan Alley,2023-12-28,2023-12-28
725,26.06,The price is too high for the quality,50.18,3,24.12,11,77,0147 Sage Parkway,2023-10-03,2023-10-03
726,17.1,The product is difficult to assemble,33.35,3,16.25,13,63,22 Buhler Place,2023-12-13,2023-12-13
727,17.82,order a size up,50.42,3,32.6,14,40,8659 Debs Street,2023-05-16,2023-05-16
728,16.24,The product exceeded my expectations,47.07,4,30.83,11,53,3 Becker Hill,2023-05-30,2023-05-30
729,13.41,The product is not durable,53.53,3,40.12,14,31,3 Declaration Street,2023-12-06,2023-12-06
730,11.28,The packaging was damaged,53.54,2,42.26,9,94,01032 Bonner Point,2023-08-23,2023-08-23
731,20.43,The product is stylish and trendy,36.77,3,16.34,12,42,4 Hollow Ridge Hill,2023-09-22,2023-09-22
732,23.65,Very satisfied with my purchase,36.34,1,12.69,10,89,761 Drewry Trail,2023-12-26,2023-12-26
733,27.26,I love this product so much,57.83,3,30.57,8,44,687 Farragut Pass,2023-01-13,2023-01-13
734,10.6,The product is lightweight and easy to carry,51.83,1,41.23,11,22,76907 Troy Hill,2023-01-23,2023-01-23
735,11.14,Very disappointed with this purchase,36.44,3,25.3,11,71,7904 North Drive,2023-03-13,2023-03-13
736,20.56,The product is a great value for the price,56.36,5,35.8,14,39,71881 Lighthouse Bay Pass,2023-06-06,2023-06-06
737,24.49,The product broke after a few uses,39.16,5,14.67,11,1,2565 Oneill Park,2023-02-23,2023-02-23
738,19.28,The product is lightweight and easy to carry,47.02,1,27.74,15,59,16118 Kinsman Trail,2023-04-07,2023-04-07
739,20.46,The product is a lifesaver,41.62,1,21.16,16,45,4 North Avenue,2023-04-25,2023-04-25
740,15.8,The product is a confidence-booster,54.52,4,38.72,8,24,50 International Way,2023-05-28,2023-05-28
741,10.1,Would recommend to friends and family,56.25,1,46.15,15,64,9543 Darwin Hill,2023-10-28,2023-10-28
742,12.34,The packaging was damaged,32.55,1,20.21,15,10,7 Ridgeway Drive,2023-03-30,2023-03-30
743,18.9,The product is a great gift idea,43.33,3,24.43,14,91,9915 Morningstar Crossing,2023-05-16,2023-05-16
744,16.31,The product is versatile and can be used in many ways,32.45,5,16.14,9,7,09113 Manitowish Crossing,2023-12-25,2023-12-25
745,15.84,The product is a money-saver,49.3,5,33.46,13,3,68 Mallory Circle,2023-09-09,2023-09-09
746,25.14,Very disappointed with this purchase,40.99,2,15.85,15,69,54 Center Court,2023-10-28,2023-10-28
747,20.31,The product is a crowd-pleaser,31.04,1,10.73,12,46,1 Anniversary Pass,2023-02-13,2023-02-13
748,18.75,The product broke after a few uses,55.0,5,36.25,8,87,01 Hovde Drive,2023-10-28,2023-10-28
749,24.22,Excellent customer service,43.4,2,19.18,11,30,78625 Banding Place,2023-12-21,2023-12-21
750,19.61,The product is a time-saver,39.71,5,20.1,10,62,8 Park Meadow Terrace,2023-03-28,2023-03-28
751,12.1,Product arrived earlier than expected,37.08,1,24.98,9,58,26315 Butternut Pass,2023-06-25,2023-06-25
752,25.64,The product is exactly as described,34.64,2,9.0,10,18,6126 Sauthoff Street,2023-09-06,2023-09-06
753,18.38,The product is easy to use,39.08,3,20.7,10,40,519 Mosinee Crossing,2023-05-21,2023-05-21
754,19.38,Product arrived earlier than expected,46.69,1,27.31,10,4,31534 Holy Cross Lane,2023-02-10,2023-02-10
755,24.32,Excellent customer service,44.59,2,20.27,11,33,47232 Lunder Junction,2023-02-05,2023-02-05
756,14.37,Very satisfied with my purchase,31.08,4,16.71,9,52,244 Dexter Park,2023-09-02,2023-09-02
757,14.72,The product is easy to use,48.3,5,33.58,15,65,13978 Fuller Point,2023-06-20,2023-06-20
758,15.18,The product is a mood-booster,33.4,5,18.22,14,35,3 Grim Park,2023-10-01,2023-10-01
759,13.96,The product is a game-changer,43.66,3,29.7,11,39,650 Northland Crossing,2023-06-27,2023-06-27
760,13.44,The product is not durable,52.18,5,38.74,8,95,74951 Drewry Trail,2023-12-02,2023-12-02
761,21.52,The material is very soft and comfortable,49.52,2,28.0,10,10,673 Katie Point,2023-09-18,2023-09-18
762,21.77,The product broke after a few uses,34.19,3,12.42,9,86,66 Erie Point,2023-04-13,2023-04-13
763,10.15,The product is a game-changer,48.84,3,38.69,13,25,81 Anzinger Center,2023-06-16,2023-06-16
764,10.2,The product is a mood-booster,35.6,5,25.4,12,75,90 Tennessee Way,2023-12-07,2023-12-07
765,19.96,The size runs small,47.67,3,27.71,16,99,2174 Karstens Alley,2023-11-06,2023-11-06
766,14.94,The product is a head-turner,31.31,4,16.37,12,67,3 Eliot Court,2023-12-19,2023-12-19
767,18.6,The product is a great gift idea,36.28,3,17.68,10,59,215 Grim Court,2023-02-19,2023-02-19
768,11.15,Would buy from this seller again,53.51,1,42.36,9,64,38445 Lerdahl Point,2023-06-18,2023-06-18
769,17.18,The product is a great gift idea,51.55,1,34.37,9,2,0 Oak Pass,2023-05-18,2023-05-18
770,12.46,The product is lightweight and easy to carry,33.06,3,20.6,13,32,7 International Circle,2023-04-16,2023-04-16
771,28.68,The product is a mood-booster,54.76,1,26.08,13,76,8 Moland Avenue,2023-07-18,2023-07-18
772,18.97,The product is a crowd-pleaser,35.88,1,16.91,12,21,70 Sunbrook Court,2023-03-03,2023-03-03
773,22.67,Not what I expected,57.09,5,34.42,13,54,72393 Alpine Avenue,2023-04-04,2023-04-04
