id,actual_amount,comment,original_amount,rating,reduce_amount,delevery_amount,promotion_id,user_addr,create_time,update_time
517,10.17,I love this product so much,59.83,2,49.66,11,15,7483 Rusk Way,2023-06-08,2023-06-08
518,24.71,Very happy with my purchase,47.44,3,22.73,8,87,7346 Waubesa Court,2023-10-16,2023-10-16
519,13.27,Highly recommend this product,39.03,3,25.76,12,85,25 Dapin Terrace,2023-03-23,2023-03-23
520,27.72,The product is a conversation-starter,41.37,5,13.65,15,36,02 Toban Circle,2023-02-17,2023-02-17
521,12.48,The product is a game-changer,39.22,3,26.74,9,50,7152 Harbort Lane,2023-01-05,2023-01-05
522,19.56,The product is a money-saver,47.69,2,28.13,14,60,941 Atwood Avenue,2023-02-23,2023-02-23
523,26.85,Fast shipping,42.9,4,16.05,8,40,657 Stang Lane,2023-08-11,2023-08-11
524,24.54,The product is a conversation-starter,44.33,2,19.79,16,96,28662 Karstens Circle,2023-05-26,2023-05-26
525,27.05,The product is a great gift idea,36.22,5,9.17,9,55,4 Knutson Lane,2023-08-26,2023-08-26
526,29.83,The product is a great gift idea,49.86,3,20.03,9,23,18487 Florence Road,2023-04-14,2023-04-14
527,23.54,Product arrived earlier than expected,40.96,5,17.42,13,94,7 6th Drive,2023-09-18,2023-09-18
528,29.88,The product is versatile and can be used in many ways,54.78,2,24.9,16,46,7023 Kenwood Park,2023-06-07,2023-06-07
529,22.92,The color is not as shown in the picture,48.53,1,25.61,10,10,484 Forster Lane,2023-05-17,2023-05-17
530,15.05,The product is a mood-booster,45.83,5,30.78,10,27,5665 Lien Place,2023-04-09,2023-04-09
531,27.66,The product is a lifesaver,55.77,5,28.11,11,100,81618 Declaration Plaza,2023-08-21,2023-08-21
532,25.29,The product is easy to use,47.71,3,22.42,11,95,64551 Darwin Crossing,2023-09-19,2023-09-19
533,24.8,The product is a mood-booster,37.07,2,12.27,14,59,3488 Loftsgordon Avenue,2023-01-11,2023-01-11
534,26.23,The product is a conversation-starter,46.73,4,20.5,14,84,1 Tennessee Parkway,2023-05-20,2023-05-20
535,26.59,Excellent customer service,36.57,4,9.98,8,24,4316 Logan Alley,2023-11-05,2023-11-05
536,19.34,The product is easy to use,52.45,2,33.11,15,50,3 Gerald Parkway,2023-09-22,2023-09-22
537,18.91,great service,53.44,2,34.53,12,11,54 Debs Way,2023-10-25,2023-10-25
538,22.62,The product is perfect for my needs,30.36,5,7.74,8,48,6550 Westridge Lane,2023-10-11,2023-10-11
539,17.43,The product is a game-changer,50.7,1,33.27,12,79,0088 Jenna Plaza,2023-08-22,2023-08-22
540,25.27,The product is not durable,45.4,1,20.13,8,5,47 Artisan Plaza,2023-03-01,2023-03-01
541,26.91,The product broke after a few uses,52.19,1,25.28,8,36,80291 Blue Bill Park Pass,2023-07-06,2023-07-06
542,15.57,The packaging was damaged,36.12,1,20.55,8,75,4 Lotheville Avenue,2023-10-18,2023-10-18
543,19.26,The product is a game-changer,51.37,4,32.11,9,55,6 Ridge Oak Circle,2023-03-18,2023-03-18
544,13.84,The product is a game-changer,48.22,5,34.38,15,31,9 Fordem Terrace,2023-05-24,2023-05-24
545,19.13,Highly recommend this product,36.67,3,17.54,12,9,603 La Follette Alley,2023-09-18,2023-09-18
546,27.44,Very satisfied with my purchase,42.2,1,14.76,11,70,78 Sloan Circle,2023-01-16,2023-01-16
547,24.98,The price is too high for the quality,35.53,4,10.55,16,20,35 Doe Crossing Center,2023-10-12,2023-10-12
548,12.33,The product is easy to use,34.77,1,22.44,13,51,07772 Rowland Alley,2023-06-24,2023-06-24
549,27.01,The packaging was damaged,58.33,1,31.32,8,7,336 Tennessee Junction,2023-08-19,2023-08-19
550,18.08,The product is a stress-reliever,31.2,1,13.12,8,68,7939 Marquette Circle,2023-10-16,2023-10-16
551,12.06,The product is a game-changer,53.73,3,41.67,16,98,25307 Morningstar Park,2023-12-11,2023-12-11
552,18.83,The product exceeded my expectations,57.6,5,38.77,8,91,35004 Dahle Hill,2023-09-20,2023-09-20
553,19.56,The product exceeded my expectations,59.04,4,39.48,10,96,0774 Ludington Court,2023-01-23,2023-01-23
554,11.29,Would recommend to friends and family,38.49,2,27.2,13,49,40 Nova Way,2023-09-14,2023-09-14
555,15.63,The product is a conversation-starter,45.79,5,30.16,12,80,3 Ridgeview Pass,2023-05-08,2023-05-08
556,24.11,The product exceeded my expectations,56.72,1,32.61,12,23,43007 Melvin Circle,2023-04-23,2023-04-23
557,18.18,Great quality,39.05,5,20.87,9,94,0 Knutson Drive,2023-04-08,2023-04-08
558,16.62,Highly recommend this product,33.77,4,17.15,14,71,885 Warner Circle,2023-08-30,2023-08-30
559,23.53,The product is a great value for the price,40.09,1,16.56,9,6,41105 Mesta Court,2023-09-29,2023-09-29
560,18.8,Excellent customer service,51.37,5,32.57,15,9,6149 Anniversary Place,2023-04-16,2023-04-16
561,18.21,The product is a conversation-starter,50.8,5,32.59,13,31,440 Grover Pass,2023-12-17,2023-12-17
562,18.62,The product is a money-saver,55.89,2,37.27,8,52,5882 Melby Pass,2023-04-09,2023-04-09
563,24.51,The product broke after a few uses,43.03,4,18.52,8,18,914 Packers Court,2023-04-23,2023-04-23
564,25.4,The product is a game-changer,39.57,5,14.17,15,71,1132 Onsgard Hill,2023-10-28,2023-10-28
565,25.51,Will definitely buy again,48.65,1,23.14,9,34,86890 Dapin Place,2023-08-22,2023-08-22
566,19.11,Excellent customer service,47.98,1,28.87,9,30,18181 Sunfield Crossing,2023-11-26,2023-11-26
567,13.77,The product is a confidence-booster,37.85,3,24.08,10,89,51 Kenwood Place,2023-02-21,2023-02-21
568,29.86,The product is versatile and can be used in many ways,56.92,5,27.06,14,27,8 Commercial Pass,2023-10-31,2023-10-31
569,15.58,The product is a stress-reliever,54.33,4,38.75,16,85,451 Parkside Hill,2023-05-10,2023-05-10
570,28.03,The product is not durable,56.95,1,28.92,15,76,7 Melrose Crossing,2023-12-29,2023-12-29
571,18.36,Would recommend to friends and family,53.66,4,35.3,8,46,21242 Sherman Center,2023-07-03,2023-07-03
572,15.87,I love this product so much,39.76,5,23.89,9,80,58984 Carpenter Avenue,2023-07-24,2023-07-24
573,20.83,Fast shipping,55.54,4,34.71,8,86,25453 Atwood Parkway,2023-04-17,2023-04-17
574,24.8,The product is a must-have for every home,40.09,5,15.29,16,61,27967 Holmberg Plaza,2023-10-28,2023-10-28
575,29.25,Very satisfied with my purchase,34.53,2,5.28,9,14,8 Caliangt Lane,2023-02-24,2023-02-24
576,20.75,The color is not as shown in the picture,40.47,3,19.72,15,64,5 Rieder Avenue,2023-09-12,2023-09-12
577,19.02,The product is a space-saver,39.83,5,20.81,15,57,4891 Red Cloud Street,2023-06-08,2023-06-08
578,22.97,Highly recommend this product,53.42,3,30.45,16,69,08 Alpine Point,2023-01-14,2023-01-14
579,20.14,The product is a game-changer,46.98,5,26.84,13,63,79 Columbus Lane,2023-06-17,2023-06-17
580,13.78,Very satisfied with my purchase,41.73,5,27.95,8,54,4382 Holmberg Point,2023-07-03,2023-07-03
581,21.42,Excellent customer service,35.68,3,14.26,8,58,371 Northfield Avenue,2023-01-23,2023-01-23
582,20.57,The product is a must-have for every home,45.62,2,25.05,9,90,18093 Basil Point,2023-04-18,2023-04-18
583,13.45,The product is lightweight and easy to carry,51.52,2,38.07,16,5,99752 Annamark Street,2023-04-04,2023-04-04
584,19.2,Fast shipping,49.97,5,30.77,13,1,83608 Grayhawk Parkway,2023-05-18,2023-05-18
585,12.36,The product is a time-saver,47.21,5,34.85,13,92,0684 Quincy Crossing,2023-03-11,2023-03-11
586,13.75,The product is versatile and can be used in many ways,51.29,3,37.54,12,45,92 Old Gate Pass,2023-10-31,2023-10-31
587,26.77,The product is a lifesaver,35.49,1,8.72,8,44,084 Mayer Alley,2023-06-02,2023-06-02
588,27.38,Great quality,59.56,1,32.18,11,24,0114 Golden Leaf Avenue,2023-08-13,2023-08-13
589,23.12,The product is a confidence-booster,39.92,2,16.8,10,91,68100 Fallview Lane,2023-03-07,2023-03-07
590,23.18,The product is exactly as described,45.16,5,21.98,14,98,270 Comanche Circle,2023-08-11,2023-08-11
591,12.98,Would recommend to friends and family,52.93,2,39.95,13,24,9 Westend Trail,2023-06-02,2023-06-02
592,25.67,The product is difficult to assemble,30.07,2,4.4,13,65,216 Starling Hill,2023-01-08,2023-01-08
593,11.85,Very happy with my purchase,57.61,1,45.76,12,63,0 Pleasure Way,2023-11-30,2023-11-30
594,14.6,The size runs small,56.85,2,42.25,10,22,4 Welch Lane,2023-02-26,2023-02-26
595,18.48,Very disappointed with this purchase,30.25,5,11.77,15,23,96 Heffernan Avenue,2023-10-08,2023-10-08
596,17.74,Very disappointed with this purchase,40.45,2,22.71,11,86,25 Shasta Lane,2023-08-15,2023-08-15
597,16.25,The product is exactly as described,33.27,3,17.02,12,59,3994 Vernon Hill,2023-11-04,2023-11-04
598,25.8,Not worth the money,59.57,1,33.77,13,28,00498 Blackbird Circle,2023-05-13,2023-05-13
599,11.98,The product is a mood-booster,37.93,1,25.95,10,54,052 Del Sol Alley,2023-12-08,2023-12-08
600,29.7,The product is exactly as described,38.2,4,8.5,9,10,998 Evergreen Place,2023-01-11,2023-01-11
601,13.53,The product is a party-starter,49.2,3,35.67,9,26,38 Buell Plaza,2023-01-13,2023-01-13
602,24.93,The product is a crowd-pleaser,41.31,2,16.38,16,41,52 Loomis Crossing,2023-07-28,2023-07-28
603,16.0,The product is a crowd-pleaser,36.92,3,20.92,14,56,36781 Village Terrace,2023-06-03,2023-06-03
604,10.03,Great quality,39.57,3,29.54,15,67,4 Green Trail,2023-12-04,2023-12-04
605,10.05,The product is a space-saver,55.44,1,45.39,9,25,2846 Kensington Road,2023-05-13,2023-05-13
606,10.39,The product is lightweight and easy to carry,56.65,4,46.26,11,40,514 Golden Leaf Plaza,2023-01-25,2023-01-25
607,27.48,Would recommend to friends and family,57.31,3,29.83,16,17,96939 Tennyson Way,2023-10-26,2023-10-26
608,19.01,The size runs small,44.68,2,25.67,11,20,77 Green Ridge Court,2023-06-23,2023-06-23
609,11.78,Very disappointed with this purchase,32.77,1,20.99,14,92,912 Valley Edge Pass,2023-09-17,2023-09-17
610,13.99,Great quality,31.09,2,17.1,10,82,927 Oak Valley Pass,2023-01-31,2023-01-31
611,24.01,The product is a head-turner,34.67,3,10.66,8,8,60 Columbus Place,2023-04-15,2023-04-15
612,29.85,The product is a game-changer,30.82,4,0.97,10,5,4858 Quincy Park,2023-06-29,2023-06-29
613,23.23,I love this product so much,49.8,3,26.57,10,80,6 Sycamore Road,2023-05-09,2023-05-09
614,12.27,The product is a conversation-starter,56.14,1,43.87,13,50,20 Sunnyside Drive,2023-03-26,2023-03-26
615,22.0,Very happy with my purchase,43.73,4,21.73,9,15,349 Heath Alley,2023-05-26,2023-05-26
616,17.24,The product is easy to use,35.76,1,18.52,14,91,70 Dexter Pass,2023-05-31,2023-05-31
617,13.43,The product is versatile and can be used in many ways,33.98,4,20.55,13,27,349 Coleman Junction,2023-04-12,2023-04-12
618,12.78,Not what I expected,43.32,5,30.54,14,14,4284 Nancy Alley,2023-10-19,2023-10-19
619,29.38,Highly recommend this product,38.8,2,9.42,14,64,725 Eagle Crest Place,2023-07-25,2023-07-25
620,24.52,The product is a stress-reliever,39.62,3,15.1,16,57,0 Dixon Drive,2023-10-11,2023-10-11
621,24.54,Fast shipping,48.54,4,24.0,13,32,17 Summerview Drive,2023-07-13,2023-07-13
622,17.57,The product is easy to use,42.36,1,24.79,8,85,231 Roth Parkway,2023-06-16,2023-06-16
623,11.15,The product is a great gift idea,53.04,4,41.89,10,28,4 Maryland Way,2023-02-03,2023-02-03
624,20.56,Highly recommend this product,44.85,3,24.29,8,87,52 South Crossing,2023-09-06,2023-09-06
625,26.67,Very disappointed with this purchase,36.62,2,9.95,11,72,8414 Monterey Park,2023-12-02,2023-12-02
626,22.8,The product is easy to use,50.52,4,27.72,9,68,88752 New Castle Way,2023-04-12,2023-04-12
627,16.27,great service,54.78,3,38.51,12,12,129 Truax Road,2023-01-17,2023-01-17
628,16.79,I love this product so much,59.38,3,42.59,16,38,1 Shasta Court,2023-08-13,2023-08-13
629,19.68,Would recommend to friends and family,59.26,4,39.58,12,47,31592 Brentwood Parkway,2023-05-15,2023-05-15
630,21.97,The size runs small,45.09,3,23.12,13,41,11 4th Terrace,2023-03-22,2023-03-22
631,28.79,The product is a head-turner,45.96,1,17.17,10,89,58 Arizona Hill,2023-07-24,2023-07-24
632,17.98,The product is not durable,41.45,4,23.47,9,54,3 Transport Center,2023-01-22,2023-01-22
633,14.52,Excellent customer service,51.66,3,37.14,16,8,1494 Hanson Drive,2023-06-11,2023-06-11
634,20.99,The product is a game-changer,38.16,1,17.17,9,66,63832 Steensland Avenue,2023-09-26,2023-09-26
635,17.57,Very satisfied with my purchase,34.29,1,16.72,15,62,95548 Ohio Way,2023-08-02,2023-08-02
636,22.45,The product is a stress-reliever,31.62,3,9.17,15,24,4 Gale Crossing,2023-02-21,2023-02-21
637,27.56,Not worth the money,36.37,5,8.81,11,78,32 Ohio Road,2023-07-05,2023-07-05
638,18.6,The product is a party-starter,47.15,3,28.55,12,39,2874 Mayfield Circle,2023-02-13,2023-02-13
639,18.04,The product is a space-saver,46.27,2,28.23,16,16,8793 American Ash Place,2023-07-29,2023-07-29
640,17.75,This product is amazing!,57.92,4,40.17,11,76,41998 Sycamore Drive,2023-03-02,2023-03-02
641,28.21,Would recommend to friends and family,41.19,5,12.98,13,27,993 Loomis Plaza,2023-08-08,2023-08-08
642,18.21,This product is amazing!,50.97,2,32.76,15,65,1 Thackeray Avenue,2023-12-23,2023-12-23
643,24.54,The product is not durable,37.37,4,12.83,13,43,97435 Arrowood Trail,2023-11-27,2023-11-27
644,24.68,Product arrived earlier than expected,36.68,1,12.0,15,11,11 Merchant Way,2023-03-07,2023-03-07
645,18.29,The material is very soft and comfortable,57.1,5,38.81,13,97,6942 Nancy Hill,2023-09-20,2023-09-20
646,24.6,Great quality,40.65,5,16.05,8,33,0 Lien Court,2023-02-02,2023-02-02
647,16.92,The product is a mood-booster,54.18,4,37.26,8,100,8 Hintze Plaza,2023-04-03,2023-04-03
648,28.37,The product is perfect for my needs,30.07,2,1.7,15,98,189 Namekagon Way,2023-12-17,2023-12-17
649,19.38,The product is a stress-reliever,36.91,3,17.53,15,84,22 Oneill Pass,2023-02-13,2023-02-13
650,20.27,I love this product so much,43.49,1,23.22,11,57,83 Shelley Alley,2023-06-14,2023-06-14
651,10.4,The product broke after a few uses,40.84,3,30.44,9,79,9422 Oakridge Trail,2023-08-12,2023-08-12
652,16.42,The product is stylish and trendy,41.35,1,24.93,11,49,9824 Dapin Road,2023-01-26,2023-01-26
653,28.32,The product is a money-saver,43.8,5,15.48,15,82,9 Glendale Road,2023-09-25,2023-09-25
654,17.07,The product is perfect for my needs,54.09,5,37.02,10,3,80837 Del Mar Trail,2023-10-16,2023-10-16
655,15.44,The color is not as shown in the picture,35.16,3,19.72,8,18,3019 Fallview Circle,2023-09-16,2023-09-16
656,20.93,The product is a lifesaver,49.15,1,28.22,14,81,90 Shoshone Trail,2023-09-17,2023-09-17
657,20.65,The product is a stress-reliever,40.43,4,19.78,11,91,54 Kedzie Place,2023-04-08,2023-04-08
658,11.33,The price is too high for the quality,36.07,2,24.74,14,7,17226 Sheridan Avenue,2023-02-02,2023-02-02
659,17.18,Not worth the money,39.08,1,21.9,11,53,4845 Randy Avenue,2023-10-24,2023-10-24
660,27.06,The product is a conversation-starter,36.3,3,9.24,13,6,613 Trailsway Center,2023-09-14,2023-09-14
661,19.44,The product is a great gift idea,53.25,4,33.81,10,78,6993 Havey Court,2023-07-30,2023-07-30
662,28.47,Very happy with my purchase,43.72,3,15.25,10,86,8 Farmco Court,2023-06-16,2023-06-16
663,26.57,The product is difficult to assemble,39.31,4,12.74,14,75,599 Jenna Junction,2023-06-20,2023-06-20
664,23.48,The product is a must-have for every home,47.93,1,24.45,14,12,98 Roxbury Pass,2023-05-15,2023-05-15
665,28.55,The product is a stress-reliever,44.7,1,16.15,16,31,3 Sutteridge Terrace,2023-01-12,2023-01-12
666,15.8,The product is a must-have for every home,46.71,2,30.91,9,32,60 Hollow Ridge Court,2023-02-21,2023-02-21
667,14.02,Would recommend to friends and family,31.8,2,17.78,14,30,380 Kinsman Circle,2023-04-11,2023-04-11
668,23.3,The product is a money-saver,31.15,5,7.85,12,28,044 Veith Way,2023-01-29,2023-01-29
669,28.32,The product is difficult to assemble,46.6,3,18.28,15,51,786 Portage Trail,2023-08-22,2023-08-22
670,23.78,The product is a crowd-pleaser,50.18,2,26.4,15,84,327 Lighthouse Bay Hill,2023-07-21,2023-07-21
671,21.26,The product is a stress-reliever,58.59,4,37.33,13,26,67467 Hovde Point,2023-04-28,2023-04-28
672,10.84,The packaging was damaged,31.97,1,21.13,16,63,693 Alpine Way,2023-10-29,2023-10-29
673,19.4,The product is a mood-booster,40.84,4,21.44,12,62,67713 Dixon Avenue,2023-05-08,2023-05-08
674,25.76,The product exceeded my expectations,40.73,2,14.97,16,14,3 Sunnyside Avenue,2023-01-01,2023-01-01
675,17.86,The material is very soft and comfortable,36.56,2,18.7,16,10,960 Garrison Circle,2023-09-30,2023-09-30
676,28.23,The product is easy to use,43.59,4,15.36,16,68,5885 Nevada Park,2023-03-04,2023-03-04
677,12.6,The product is a party-starter,50.36,5,37.76,16,13,096 Crownhardt Lane,2023-09-20,2023-09-20
678,24.41,Highly recommend this product,35.31,4,10.9,15,11,74 Messerschmidt Plaza,2023-02-09,2023-02-09
679,11.42,Would buy from this seller again,43.09,5,31.67,10,58,062 Lighthouse Bay Pass,2023-10-28,2023-10-28
680,25.09,The product is a great gift idea,54.55,2,29.46,13,76,735 Jenifer Terrace,2023-08-14,2023-08-14
681,22.41,Very disappointed with this purchase,39.46,3,17.05,16,73,27 Dennis Alley,2023-02-28,2023-02-28
682,18.86,Will definitely buy again,57.16,3,38.3,8,59,2 Memorial Center,2023-07-30,2023-07-30
683,10.87,The product is a must-have for every home,36.09,2,25.22,12,20,68528 Texas Circle,2023-01-23,2023-01-23
684,13.78,This product is amazing!,54.57,5,40.79,9,41,52 Moland Junction,2023-11-21,2023-11-21
685,22.02,The product is a lifesaver,31.57,4,9.55,16,5,0916 Hazelcrest Hill,2023-11-04,2023-11-04
686,23.86,The size runs small,56.31,4,32.45,11,98,28517 Anderson Terrace,2023-03-05,2023-03-05
687,21.98,This product is amazing!,51.3,1,29.32,11,16,3 Calypso Center,2023-05-04,2023-05-04
688,17.96,Very satisfied with my purchase,56.26,1,38.3,10,60,0 Everett Lane,2023-08-26,2023-08-26
689,16.86,The product is a great value for the price,56.19,2,39.33,8,81,38 Kim Street,2023-04-21,2023-04-21
690,14.8,The product is a space-saver,52.88,4,38.08,10,94,93 School Avenue,2023-12-04,2023-12-04
691,18.97,The product is a crowd-pleaser,33.33,2,14.36,14,14,7330 Grover Street,2023-12-11,2023-12-11
692,29.11,Very satisfied with my purchase,44.9,5,15.79,10,58,906 Sauthoff Avenue,2023-03-20,2023-03-20
693,21.48,great service,44.78,3,23.3,14,13,26 Autumn Leaf Circle,2023-08-10,2023-08-10
694,29.13,The product is a conversation-starter,35.07,1,5.94,15,82,09 Straubel Street,2023-11-10,2023-11-10
695,27.1,The product is a confidence-booster,48.77,1,21.67,11,67,0 Kennedy Trail,2023-11-12,2023-11-12
696,25.07,The size runs small,30.23,4,5.16,9,91,1432 Goodland Park,2023-07-17,2023-07-17
697,10.64,The product exceeded my expectations,40.4,5,29.76,16,79,716 Lukken Center,2023-08-20,2023-08-20
698,20.34,The product is stylish and trendy,48.98,4,28.64,13,86,29 Victoria Avenue,2023-05-20,2023-05-20
699,23.78,The product is a confidence-booster,47.49,5,23.71,9,97,4 Briar Crest Way,2023-01-31,2023-01-31
700,28.22,Would buy from this seller again,50.09,4,21.87,14,3,46 Pennsylvania Place,2023-01-27,2023-01-27
701,16.04,I love this product so much,59.62,5,43.58,12,10,6886 Commercial Road,2023-08-24,2023-08-24
702,22.69,The product is a crowd-pleaser,39.76,2,17.07,9,45,9695 Hoard Point,2023-02-19,2023-02-19
703,14.5,The product is a party-starter,35.29,1,20.79,10,12,3 Sunnyside Hill,2023-04-06,2023-04-06
704,20.35,The product is a great gift idea,39.58,5,19.23,11,47,135 Jackson Point,2023-12-08,2023-12-08
705,12.94,Would buy from this seller again,33.35,2,20.41,8,89,789 Grover Hill,2023-09-08,2023-09-08
706,11.41,The price is too high for the quality,48.52,3,37.11,8,95,8 Shopko Trail,2023-03-02,2023-03-02
707,13.01,Would buy from this seller again,38.5,5,25.49,15,17,188 Kingsford Crossing,2023-05-08,2023-05-08
708,28.73,The size runs small,46.17,4,17.44,11,54,25 Kropf Trail,2023-01-16,2023-01-16
709,24.99,Very happy with my purchase,33.08,2,8.09,11,7,5369 2nd Way,2023-02-18,2023-02-18
710,10.92,great service,59.38,3,48.46,13,88,64361 Meadow Valley Circle,2023-08-29,2023-08-29
711,21.14,The product is a head-turner,30.94,1,9.8,14,84,53781 Hallows Lane,2023-12-23,2023-12-23
712,29.12,The product is a game-changer,57.6,3,28.48,11,85,40003 Nelson Street,2023-05-06,2023-05-06
713,27.62,This product is amazing!,35.28,1,7.66,11,40,67402 Transport Road,2023-09-28,2023-09-28
714,18.64,Highly recommend this product,30.66,1,12.02,14,98,8632 Montana Road,2023-06-30,2023-06-30
715,25.63,The product is a conversation-starter,37.99,3,12.36,13,61,16 Sloan Plaza,2023-06-05,2023-06-05
716,24.46,Very satisfied with my purchase,36.27,5,11.81,15,85,18 Gulseth Circle,2023-09-02,2023-09-02
717,16.49,The product is exactly as described,47.21,5,30.72,9,51,39 Doe Crossing Avenue,2023-07-30,2023-07-30
718,29.81,The product is a mood-booster,32.7,1,2.89,9,89,892 Onsgard Hill,2023-09-16,2023-09-16
719,27.91,Will definitely buy again,35.36,4,7.45,11,59,024 Eastwood Center,2023-01-21,2023-01-21
720,19.48,The size runs small,55.31,3,35.83,14,48,95 Crownhardt Point,2023-12-08,2023-12-08
721,23.04,The product is a head-turner,31.94,1,8.9,13,18,343 Arizona Hill,2023-11-15,2023-11-15
722,29.12,The product is a great value for the price,46.78,3,17.66,11,80,10385 Lakeland Center,2023-01-22,2023-01-22
723,25.88,Not what I expected,30.85,5,4.97,8,57,989 Kropf Way,2023-10-18,2023-10-18
724,26.16,The product is versatile and can be used in many ways,37.94,5,11.78,14,83,21 Autumn Leaf Center,2023-01-28,2023-01-28
725,20.0,Very disappointed with this purchase,38.15,4,18.15,10,77,08732 8th Junction,2023-12-15,2023-12-15
726,28.09,The product is a stress-reliever,50.76,4,22.67,13,9,573 Nevada Drive,2023-08-06,2023-08-06
727,23.85,The product is a stress-reliever,33.12,5,9.27,15,8,692 Menomonie Center,2023-10-20,2023-10-20
728,13.04,Very disappointed with this purchase,46.94,3,33.9,12,24,51 Debs Way,2023-09-19,2023-09-19
729,18.12,The product is not durable,54.68,1,36.56,13,64,672 Washington Hill,2023-07-04,2023-07-04
730,15.06,The product is stylish and trendy,55.17,5,40.11,16,63,3138 Daystar Center,2023-03-21,2023-03-21
731,18.34,Fast shipping,39.25,2,20.91,12,45,720 Moulton Drive,2023-12-28,2023-12-28
732,13.09,Will definitely buy again,52.79,4,39.7,12,13,2 Reinke Crossing,2023-09-08,2023-09-08
733,14.94,The color is not as shown in the picture,56.93,1,41.99,11,3,678 Fordem Plaza,2023-12-22,2023-12-22
734,23.1,The product is a conversation-starter,47.59,1,24.49,9,87,268 Myrtle Trail,2023-01-19,2023-01-19
735,22.62,The product is exactly as described,36.32,3,13.7,14,6,854 2nd Circle,2023-04-19,2023-04-19
736,16.23,The product is easy to use,33.12,3,16.89,16,17,4712 Mallory Hill,2023-08-28,2023-08-28
737,15.71,The packaging was damaged,33.24,5,17.53,15,81,7567 Brickson Park Park,2023-07-10,2023-07-10
738,16.12,The product is a money-saver,51.95,3,35.83,8,67,4 Melvin Parkway,2023-02-17,2023-02-17
739,12.54,The product is difficult to assemble,53.6,5,41.06,10,68,784 Westport Lane,2023-03-29,2023-03-29
740,22.3,This product is amazing!,57.68,4,35.38,10,62,746 Lake View Court,2023-10-13,2023-10-13
741,21.89,The product is a money-saver,55.2,5,33.31,11,94,9438 Ludington Point,2023-10-29,2023-10-29
742,11.49,Excellent customer service,54.48,4,42.99,8,78,61118 Riverside Terrace,2023-06-06,2023-06-06
743,13.38,The product is a lifesaver,57.17,3,43.79,15,15,93497 Shopko Parkway,2023-01-07,2023-01-07
744,26.07,The product is a money-saver,59.01,4,32.94,13,46,57713 Arizona Court,2023-01-02,2023-01-02
745,20.37,The product broke after a few uses,45.53,5,25.16,16,82,16559 Express Junction,2023-01-12,2023-01-12
746,13.54,The product is a space-saver,52.81,4,39.27,11,40,0 Harper Trail,2023-06-29,2023-06-29
747,13.5,The product is a stress-reliever,42.98,5,29.48,8,24,91869 Fairfield Alley,2023-12-23,2023-12-23
748,15.35,Very happy with my purchase,35.74,3,20.39,12,14,45 Transport Circle,2023-08-21,2023-08-21
749,19.05,great service,53.88,4,34.83,8,32,48 Manley Hill,2023-06-12,2023-06-12
750,23.46,The product is a stress-reliever,52.95,1,29.49,16,61,03585 Merry Court,2023-12-04,2023-12-04
751,29.89,Great quality,35.41,4,5.52,8,52,9031 Shasta Way,2023-04-01,2023-04-01
752,17.98,This product is amazing!,48.87,4,30.89,15,79,9 Nancy Center,2023-11-26,2023-11-26
753,16.89,The material is very soft and comfortable,50.73,2,33.84,11,55,5 Mockingbird Place,2023-08-14,2023-08-14
754,20.14,The product is versatile and can be used in many ways,54.43,4,34.29,13,18,1646 Tomscot Circle,2023-01-13,2023-01-13
755,26.75,The product is a must-have for every home,35.34,2,8.59,16,70,0 Pleasure Place,2023-11-22,2023-11-22
756,15.52,Will definitely buy again,39.17,3,23.65,13,59,058 Straubel Lane,2023-04-19,2023-04-19
757,14.75,The product is not durable,57.28,3,42.53,16,36,5 Village Green Pass,2023-03-21,2023-03-21
758,21.13,The product is lightweight and easy to carry,40.13,5,19.0,13,15,4006 Hayes Parkway,2023-05-20,2023-05-20
759,15.93,great service,34.86,3,18.93,16,34,6845 Lillian Trail,2023-06-28,2023-06-28
760,18.78,I love this product so much,34.64,1,15.86,14,25,9923 Pankratz Court,2023-04-20,2023-04-20
761,11.45,great service,38.91,3,27.46,8,81,98 Florence Lane,2023-11-21,2023-11-21
762,26.83,Would recommend to friends and family,40.15,5,13.32,14,96,2 4th Circle,2023-11-30,2023-11-30
763,23.52,Would buy from this seller again,56.48,2,32.96,11,44,592 Morrow Street,2023-06-11,2023-06-11
764,19.37,The product is a crowd-pleaser,48.53,1,29.16,10,50,0 Grover Terrace,2023-10-07,2023-10-07
765,21.34,The product is a mood-booster,54.79,1,33.45,13,63,2 Alpine Avenue,2023-05-15,2023-05-15
766,14.43,Highly recommend this product,56.01,1,41.58,11,38,62134 Burning Wood Terrace,2023-08-07,2023-08-07
767,11.51,Not worth the money,40.84,1,29.33,12,11,08 Schlimgen Hill,2023-11-07,2023-11-07
768,27.04,The product is a head-turner,37.07,2,10.03,15,49,64548 Lighthouse Bay Parkway,2023-12-08,2023-12-08
769,28.34,The material is very soft and comfortable,54.03,3,25.69,8,42,737 Elmside Place,2023-07-18,2023-07-18
770,11.23,The packaging was damaged,54.2,3,42.97,14,21,46334 Ryan Way,2023-04-26,2023-04-26
771,24.32,order a size up,38.46,4,14.14,15,64,653 Hoffman Parkway,2023-10-17,2023-10-17
772,16.8,Fast shipping,39.09,3,22.29,10,7,125 Wayridge Parkway,2023-09-04,2023-09-04
773,14.46,Great quality,38.84,3,24.38,8,27,623 Banding Circle,2023-01-09,2023-01-09
